,sentence,emotion
718,How come you just didn't have a baby ?,1
719,We don't like [PERSON] .,1
720,You're nothing but a mad scientist !,1
721,Why would she come here at all ?,1
722,Let's finish with pretending .,1
723,We got nothing to talk about .,1
724,What the hell happened in there ?,1
725,Fucking [GAY SLUR] .,1
726,Let me go ! You can't do this !,1
727,The circuit is overloaded . It's your bloody exercise machine . It's not my stair stepper .,1
728,I didn't say that .,1
729,More !,1
730,Do we give the impression of people who are pressed for money ?,1
731,I don't want you on here right now .,1
732,"Hey , fuck off !",1
733,"[PERSON] , turn me in if you want to . But this is over the line .",1
734,Why are all in need to run after anything .,1
735,"I got my shotgun full of 16 , thin dimes .",1
736,Stay away from me !,1
737,This is plain stubbornness and you know it .,1
738,He missed the turn .,1
739,Francis !,1
740,Ensign [PERSON] called and told me that you were in trouble .,1
741,"Go on , go to work .",1
742,Go on ! Go back and get the knife !,1
743,"Get out of the god damn hallway , [PERSON] .",1
744,We have to keep on what we've been doing and break him .,1
745,My responsibility ?,1
746,"Ask him what money , asshole .",1
747,"Well , make up a time . You know , a time like you know .",1
748,That wheel is enough to drive anybody crazy .,1
749,Better than yours .,1
750,Stop .,1
751,"I don't want any connection to this precinct . If you do it , don't do it here .",1
752,You'd better listen to what he said .,1
753,"Get out ! If you don't get out , I'm gonna go !",1
754,Don't be nostalgic .,1
755,"Look , I'm trying to find a number of [PERSON] , in King's Cross .",1
756,Halt !,1
757,What the hell is that ?,1
758,"Mr [PERSON] , it's contempt of court to refuse to answer questions .",1
759,Nobody can call me the things he did .,1
760,It'll make you cry .,1
761,Son of a bitch .,1
762,"Well , I've been trying to reach him all day .",1
763,I don't want any luck .,1
764,That's not gonna happen .,1
765,You looking for a fight ? You looking for a rush ?,1
766,What the hell are we supposed to do with these ?,1
767,"One of the theories we have is that Backpage is , in fact , in a conspiracy with the pimps , that the posting rules are not designed to prevent or to stop human sex trafficking , but in fact , are designed to be a guide to pimps to allow them to design an ad which helps them evade law enforcement .",1
768,Go !,1
769,"You can always find somebody to set you up , right ?",1
770,"No , not today .",1
771,But if the last powder was taken there is two days it can not be very important .,1
772,What do you mean you didn't see ?,1
773,"That's kinda sick , huh ?",1
774,There is an American on board .,1
775,"It's your decision , but if you make it you'll be no good to yourself or anybody else .",1
776,Kick 'em in the balls every time they get to their knees .,1
777,"I'm the wrong guy to say that to , huh ?",1
778,Can't you go in there and say something ?,1
779,None of our business .,1
780,So they took your offer as an insult .,1
781,You want me to get you a bellboy ?,1
782,I can't believe anything you tell me now .,1
783,I'm doing very well on my own .,1
784,That is a menace .,1
785,I was thinking that everyone that played a part in the damage to my child should be held responsible .,1
786,Never you mind .,1
787,Never !,1
788,I require an answer .,1
789,Go and say sorry to him . ',1
790,The things we have to do in these heathen countries . There must be an easier way to set a trap !,1
791,"Just shut up about her , all right ?",1
792,Where the hell is Special Weapons ?,1
793,I don't need a doctor . I need a promoter .,1
794,Leave your celery .,1
795,I do just tell in my mind .,1
796,So what do you want from me ? Huh ?,1
797,"Well , don't bring his troubles to me .",1
798,Nothing ever really dies in the House .,1
799,Busted .,1
800,"Are you happy now , yeah ?",1
801,"He testified that his mother had beaten up the old man many times , and how , on the night of the murder , she not only smashed his radio but hit him .",1
802,What the hell is going on here ?,1
803,"Men flirt with girls like that , but they don't marry them .",1
804,"That extension was a power of attorney , [PERSON] !",1
805,"We don't want advantages , and we don't want prejudices .",1
806,That charlatan ! That hypocrite !,1
807,"I never promised to be no hero , did I ?",1
808,Don't ever do that to me again !,1
809,It's not that you fuck around a lot . It's that you lie about it .,1
810,"No , no pictures .",1
811,"Ladies , please , can you please quiet down ?",1
812,You're starting to piss me off .,1
813,"Sweetheart , what are you doing home ?",1
814,It don't do nothing for me .,1
815,Why aren't you working ?,1
816,"Did you got , like , baby einstein show with him ?",1
817,"Driver , I'm a little disappointed in you !",1
818,You've ruined the puzzle .,1
819,Are you kidding ?,1
820,You skip meetings I'm supposed to go to .,1
821,"There's no change in it , is there ?",1
822,You know he's got the missiles . I know he's got the missiles .,1
823,I strongly suggest you don't mess with G - Fresh anymore !,1
824,What the hell for ?,1
825,Just take your meat and get out .,1
826,There's a lot of things she could ask me but she won't say one darn word .,1
827,"[PERSON] , we're late . We have an appointment downtown .",1
828,You're a fool .,1
829,What the hell's going on out there ?,1
830,Come on ! Come on ! - No !,1
831,I'm your worst nightmare .,1
832,"Get down ! I said now , asshole !",1
833,By what right do you question me ?,1
834,Until it took a hit in the head .,1
835,Let me be the judge of that .,1
836,"It isn't , and you're gonna erase it !",1
837,Who in the world can do that ?,1
838,What did I tell you ?,1
839,"Oh , he's the one who instigated this calamity !",1
840,You ain't built for no fucking place like this !,1
841,Why don't you just let us get on with our job ?,1
842,Attention !,1
843,More money for the Pentagon when it's own auditors admit the military can not account for % of what it already spends .,1
844,I ought to run him out of the house .,1
845,What the fuck are you doing in my office ?,1
846,"You should've been there , [PERSON] .",1
847,Why you got ta shout ?,1
848,"Yeah , or what ?",1
849,"You youngsters , be quiet .",1
850,"Oh , know how to count !",1
851,Go to hell .,1
852,"You stool for him , fuck .",1
853,"Now , I happen to know of a prick that's responsible for the whole fucking operation and that son of bitch is hurting out there , and I'm fucking liking it .",1
854,I can't let that happen again .,1
855,"You must be confused , senor .",1
856,A map's no good in the outback !,1
857,"I'll listen , but I can't guarantee how long .",1
858,"And this spic , [PERSON] , what a fucking nut case .",1
859,"I'm not concerned to hear your reasons , man .",1
860,"She's with me now , whitebread .",1
861,What the fuck are they doing in there ?,1
862,Jesus .,1
863,By stepping on a bottle and breaking the heel of my shoe !,1
864,Are you kidding me ? !,1
865,They were a little stupid .,1
866,"If I analyze military strategy , they say I'm planning a rebellion",1
867,Then he divorced my mother to be with another woman . And he took his money with him .,1
868,Put them down and turn your back .,1
869,I hate this river .,1
870,"Flo , if I wanted anything else , I'd call [PERSON] here .",1
871,Just like she killed you .,1
872,"Look . I've been kicking ass and taking names , trying to save your fucking hide .",1
873,Mother of God . [PERSON] ' dog ? - You said pig .,1
874,"What I mean is , if you were gonna tell everybody I'm a hooker , - why didn't you let me wear my clothes ?",1
875,Pa's no killer !,1
876,Hurry up .,1
877,"So , come on , give me the gun .",1
878,Hey !,1
879,"It will be refused , the Lady Tadminster it can open the party in the first day , and you .",1
880,Nobody's going to come looking for him ?,1
881,She'll never make another picture .,1
882,You don't understand . - I do understand .,1
883,I wasn't anywhere near here !,1
884,I don't think so and I don't care and I don't have the time .,1
885,I thought we had an understanding .,1
886,One of my biggest disappointments over the last years is those who lack the courage of their convictions .,1
887,"We can't cover for him , [PERSON] .",1
888,"Well , somebody's gonna have to start trusting somebody .",1
889,"Yeah , I mind .",1
890,"I'm not going back to work now , thank you very much .",1
891,As much as I would regret saving his .,1
892,"You want to come into this house , you ring the damn bell !",1
893,"I gave you , so you owe me bucks . Okay ?",1
894,"No , no .",1
895,Was the city trying to strike a deal with the drug lords ?,1
896,"Just because it is big and white and a yacht , is it not still dirt ?",1
897,Shut up ! - I want out of here .,1
898,You can't hurt him like this .,1
899,"So far , I hate it .",1
900,We're at an impasse .,1
901,"I don't believe you . - You can't accuse me , sir .",1
902,"You're real dumb , huh ?",1
903,"By most standards , flying all the way to [LOCATION] to look for a new face would seem like going to a lot of trouble .",1
904,How can you say such a thing ?,1
905,"Stop , you !",1
906,"[PERSON] , give me the nails over there !",1
907,And these people in the union are smarter than what they used to be .,1
908,Everybody forgot about it but me .,1
909,Let him .,1
910,How many times must I to tell you ?,1
911,"If you won't give it to me , I'll shoot .",1
912,Typical !,1
913,You're kidding me .,1
914,"Everybody thinks they're humorous , but they're not .",1
915,We also escaped with the million pounds of somebody else's money .,1
916,What do you want ?,1
917,Amateur .,1
918,You've put us all in danger for your love of this woman .,1
919,All you have to do ... is point her out and look the other way .,1
920,Some things you just don't tell anybody .,1
921,"Rocky , I don't wan na make sandwiches .",1
922,"He says that [LOCATION] will uphold it in every court ... but I will drag you through every court , don't forget that .",1
923,I hope you like clowns .,1
924,Well I am making breakfast here ? What are you doing ?,1
925,Satan's spirit flew right out of my TV set And into my soul .,1
926,"And if they try to , they'll find you dead .",1
927,"In other words , these guys got to get out of their ivory towers .",1
928,"Yeah , yeah , I got the horse all picked out to buy the ... we actually reached this turn in the road .",1
