,sentence,emotion
237, going to destroy all of you evil monks going goingto todestroy destroyall allof ofyou youevil evilmonks  goingto goingtodestroy todestroyall destroyallof allofyou ofyouevil youevilmonks ,1
238,come on man  feel fucked up already comeon onman man feel feelfucked fuckedup upalready  comeonman onman manfeel feelfucked feelfuckedup fuckedupalready ,1
239,     mn  finishing life on his own terms     mn mn finishing          mn mn mnfinishing  on his own terms ,1
240,why  you tell me before my wife left  why you youtell tellme mebefore beforemy mywife wifeleft left  whyyou youtell youtellme tellmebefore mebeforemy beforemywife mywifeleft wifeleft ,1
241,f  wanted to come n no lock could keep me out f wanted wantedto tocome comen nno   couldkeep  meout  fwanted wantedto  tocomen comenno n could keep could out ,1
242,first we steal his gun then we shoot      thenwe   steal his gun then we then ,1
243,hve  think brley hve think thinkbrley  hvethink thinkbrley ,1
244,  want my pcture taken  want wantmy mypcture pcturetaken  want wantmy wantmypcture mypcturetaken ,1
245, not gonna forfeit not notgonna gonnaforfeit  notgonna notgonnaforfeit ,1
246,it  up to my mother it up upto tomy mymother  itup upto uptomy tomymother ,1
247,the fleet  order us to manoeuvre at discretion  fleet order  usto      fleetorder  to us at discretion ,1
248,their style but where the hell did they go  theirstyle stylebut butwhere wherethe thehell  didthey theygo go    butwherethe wherethehell the they  theygo ,1
249,if  humor  bother if humor humor bother  ifhumor humor humorbother ,1
250,yet you let person know  drag it in at any opportunity  youlet letperson personknow know drag  itin     let   personknow knowdrag  in it any opportunity ,1
251,ws this clown such  bd guy  wsthis thisclown clownsuch such bd bdguy guy  wsthisclown thisclownsuch clownsuch suchbd bdguy bdguy ,1
252, refuse to answer that queston refuse refuseto toanswer answerthat thatqueston  refuseto refusetoanswer toanswerthat answerthatqueston ,1
253, sked you  queston sked skedyou you queston  skedyou skedyou youqueston ,1
254,what are you trying to say  whatare areyou youtrying tryingto tosay say  whatareyou areyoutrying youtryingto tryingtosay tosay ,1
255,you  calling the tune  you calling callingthe thetune tune  youcalling callingthe callingthetune thetune ,1
256,which makes twice today whichmakes makestwice twicetoday  whichmakestwice makestwicetoday ,1
257, told you to not let them out of your sght  told toldyou youto  notlet letthem themout outof ofyour yoursght sght  toldyou toldyouto you let   themoutof outofyour ofyoursght yoursght ,1
258,now where the hell am   nowwhere wherethe thehell hellam am   nowwherethe wherethehell thehellam hellam am ,1
259,oh innocence can be hell ohinnocence innocencecan canbe behell  ohinnocencecan innocencecanbe canbehell ,1
260, hd  hell of  tme fter  told ths story but  contnue to tell the story becuse  thnk t's mportnt for people to understnd tht ths sort of sht goes on n the government  hd hd hell hellof of tme tmefter fter told toldths thsstory  but contnue contnueto totell  thestory storybecuse becuse thnk thnkt's t'smportnt mportntfor  peopleto tounderstnd understndtht thtths thssort sortof ofsht shtgoes goeson onn nthe  government  hd hdhell hellof hellof oftme tmefter tmefter ftertold toldths toldthsstory ths  butcontnue contnueto contnuetotell to story thestorybecuse storybecuse becusethnk thnkt's thnkt'smportnt t'smportntfor mportnt to peopletounderstnd tounderstndtht understndthtths thtthssort thssortof sortofsht ofshtgoes shtgoeson goesonn onnthe n  ,1
261,the door swings both ways my ass thedoor doorswings swingsboth bothways waysmy myass  thedoorswings doorswingsboth swingsbothways bothwaysmy waysmyass ,1
262,person ccuses person of introducing  boys cmp bill for his own profit  personccuses ccusesperson   introducing boys boyscmp cmpbill  forhis   profit  personccusesperson ccuses introducing  introducingboys boyscmp boyscmpbill cmp his for profit  ,1
263,you  see him because  not dead yet you see seehim himbecause because not notdead deadyet  yousee seehim  himbecause becausenot notdead  ,1
264,get that goddamn thing on film  getthat thatgoddamn goddamnthing thingon onfilm film  getthatgoddamn thatgoddamnthing goddamnthingon thingonfilm onfilm ,1
265,you men  little kid kind boy  youmen men little littlekid kidkind kindboy boy  youmen menlittle littlekid littlekidkind kidkindboy kindboy ,1
266,give us the  giveus usthe the  giveusthe usthe ,1
267,and you also have to cross  your  that the entire  was created just as the  upon which the  of the human  is  andyou youalso  haveto  cross your your that thatthe theentire entire was   justas  the upon   the of ofthe thehuman human is is   you to have  crossyour your yourthat thatthe  theentire entirewas  just as just  theupon  the  theof ofthe  thehuman humanis is ,1
268,they have every right to invade ours theyhave haveevery everyright  toinvade invadeours  theyhaveevery haveeveryright every invade toinvadeours ,1
269,go  out of here  go out outof ofhere here  goout outof outofhere ofhere ,1
270,bigger than you biggerthan thanyou  biggerthanyou ,1
271,you might as well dump it  youmight mightas aswell welldump dumpit it  youmightas mightaswell aswelldump welldumpit dumpit ,1
272,blast off blastoff  ,1
273,  get t out of my head that person was responsble for the campng thng  get gett tout outof ofmy myhead  thatperson personwas wasresponsble responsblefor forthe thecampng campngthng  get gett gettout toutof outofmy  my person  personwasresponsble wasresponsblefor responsbleforthe forthecampng thecampngthng ,1
274,he  tell us  goddmn thing he tell tellus us goddmn goddmnthing  hetell tellus tellus usgoddmn goddmnthing ,1
275,bring my gun when you come back  bringmy mygun gunwhen whenyou youcome comeback back  bringmygun mygunwhen gunwhenyou whenyoucome youcomeback comeback ,1
276,every tme  run nto you you tell me whatever  thng just went down was about the greater good or that t ddn't happen or ths that or the other everytme tme run runnto ntoyou youyou youtell tellme  whatever thng thngjust justwent    aboutthe     thatt tddn't ddn'thappen  orths thsthat   theother  everytme tmerun runnto runntoyou ntoyouyou  youtellme tell  whateverthng thngjust thngjustwent just was about the about good or that t thattddn't tddn'thappen ddn't ths orthsthat ths the other ,1
277,turn off that goddamned alarm  turnoff offthat thatgoddamned goddamnedalarm alarm  turnoffthat offthatgoddamned thatgoddamnedalarm goddamnedalarm ,1
278,what do you want cat  whatdo doyou youwant wantcat cat  whatdoyou doyouwant youwantcat wantcat ,1
279,give him givehim  ,1
280, come no closer  come comeno nocloser closer  comeno comenocloser nocloser ,1
281,what could possibly be the matter  whatcould couldpossibly possiblybe bethe thematter matter  whatcouldpossibly couldpossiblybe possiblybethe bethematter thematter ,1
282, got another woman  got gotanother anotherwoman woman  gotanother gotanotherwoman anotherwoman ,1
283,  know why he gets so worked up over unmportant thngs  know knowwhy       overunmportant unmportantthngs  know knowwhy know gets so worked up over unmportant overunmportantthngs ,1
284,you shut up  youshut shutup up  youshutup shutup ,1
285, got enough to put you wy for  long vcton so lke t or not s of now  workng for me understnd  got gotenough enoughto  putyou youwy wyfor for long longvcton vctonso solke lket tor ornot nots sof  now workng workngfor forme meunderstnd understnd  gotenough  enough you putyouwy youwyfor wyfor forlong longvcton longvctonso vctonsolke solket lketor tornot ornots notsof s  nowworkng workngfor workngforme formeunderstnd meunderstnd ,1
286,erson  i oaa eid  erson ilalle  why didn' you ell me  erson i ioaa oaaeid eid erson ersonilalle ilalle why whydidn' didn'you youell ellme me  ersoni ioaa ioaaeid oaaeid eiderson ersonilalle ersonilalle ilallewhy whydidn' whydidn'you didn'youell youellme ellme ,1
287,get in the car  getin inthe thecar car  getinthe inthecar thecar ,1
288,wht m  supposed to do  go to  hlfwy house for wywrd sg members  whtm m supposed supposedto todo do go goto to hlfwy hlfwyhouse  forwywrd wywrdsg sgmembers members  whtm msupposed supposedto  todo dogo goto goto tohlfwy hlfwyhouse hlfwy wywrd forwywrdsg wywrdsgmembers sgmembers ,1
289, be in touch be bein intouch  bein beintouch ,1
290,and all that crap andall allthat thatcrap  andallthat allthatcrap ,1
291,will you shut up  willyou youshut shutup up  willyoushut youshutup shutup ,1
292,it is not my person person itis isnot notmy myperson personperson  itisnot isnotmy notmyperson mypersonperson ,1
293,tried to sve  girl kind of queered his mind too triedto tosve sve girl  kindof   hismind   triedtosve tosve svegirl  of kind his mind his ,1
294,you son of  bitch  youson sonof of bitch bitch  yousonof sonof ofbitch bitch ,1
295,he forgot  heforgot forgot  heforgot ,1
296,fuck it  fuckit it  fuckit ,1
297,  fool  bgged out with suce  fool fool bgged bggedout  withsuce  fool fool foolbgged bggedout bgged suce ,1
298,there could have been better answers to some of the questions  couldhave havebeen    tosome  ofthe thequestions  have couldhavebeen have answers to some to the  ,1
299,come on  old enough to be your father comeon on old oldenough enoughto tobe beyour yourfather  comeon onold oldenough oldenoughto enoughtobe tobeyour beyourfather ,1
300,you put your head in the sand youput putyour yourhead headin inthe thesand  youputyour putyourhead yourheadin headinthe inthesand ,1
301,give the old mn  drink givethe theold oldmn mn drink  givetheold theoldmn oldmn mndrink ,1
302,designed to mke your life  more nnoying plce to be  tomke mkeyour yourlife life more morennoying nnoyingplce plceto tobe  mke tomkeyour mkeyourlife yourlife lifemore morennoying morennoyingplce nnoyingplceto plcetobe ,1
303,hustled her off in  chopper hustledher heroff offin in chopper  hustledheroff heroffin offin inchopper ,1
304,yeah  yeah yes  yeah yeah yeahyes yes  yeahyeah yeahyes yeahyes ,1
305,just this once person why  you empty your own ashtrays  justthis  onceperson personwhy why you   yourown  ashtrays  just person  personwhy whyyou  your own your  ,1
306,you can put that away youcan canput putthat thataway  youcanput canputthat putthataway ,1
307,you sayng  got no brans  yousayng sayng got gotno nobrans brans  yousayng saynggot gotno gotnobrans nobrans ,1
308,just get going justget getgoing  justgetgoing ,1
309,and how is that different than all the times you risked me  andhow howis isthat    allthe thetimes    me   howisthat is than all the  the risked me  ,1
310,you  gonna get nobody to come out here you gonna gonnaget getnobody  tocome comeout outhere  yougonna gonnaget  get come tocomeout  ,1
311,cleaning up your shit cleaningup upyour yourshit  cleaningupyour upyourshit ,1
312,get your hands off him or  call the metropolitan scuffers  getyour yourhands handsoff   or call callthe   scuffers   yourhandsoff hands or  orcall callthe call scuffers  ,1
313,halt negotiations immediately haltnegotiations negotiationsimmediately  haltnegotiationsimmediately ,1
314,get back in ranks  getback backin inranks ranks  getbackin backinranks inranks ,1
315,drop gun dropgun  ,1
316,you wat tll you see what  do to hm  youwat wattll tllyou yousee seewhat what do doto tohm hm  youwattll wattllyou tllyousee youseewhat seewhat whatdo doto dotohm tohm ,1
